% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, further/more values", seed=749230, Thu Oct 16 21:00:43 2025, <python>{}</python>
1 11 0.43970203174950184 1.0000458343836967 172.6341047702391 1.7263410477023911e+02 323.6988280511546 1167.653944918065 563.4045487232336 271.528137873723 nan   
2 22 0.39414221093627655 1.1213699785942606 76.00096033727415 7.6000960337274151e+01 445.9017494862426 927.8769334175705 540.4718195599987 250.68154952669124 nan   
3 33 0.3604581294596074 1.158655030448884 75.15335141508875 7.5153351415088750e+01 169.2136544706671 541.4408009982907 205.870939962977 139.4895853098817 nan   
4 44 0.34221483609403464 1.1856269717256906 75.15335141508875 1.4522066760628047e+02 293.96408487231156 1015.0761651877419 185.77412356787522 186.3490686922397 nan   
5 55 0.32598471127039663 1.256898706316123 75.15335141508875 1.5016776206048425e+02 272.0855493852424 735.5830762841401 360.4702946445057 165.40360674839957 nan   
6 66 0.3082927943465228 1.2672501397240732 75.15335141508875 1.3632082858944472e+02 238.75576549381952 636.7644849646715 127.6128922736952 172.06026142659846 nan   
7 77 0.28949620112207936 1.2786493636897975 51.3807480520043 5.1380748052004300e+01 157.38379549678976 302.5410698013572 169.55278102745115 90.78777109101418 nan   
8 88 0.28259669793039827 1.323716486191155 51.3807480520043 7.1245932296347604e+01 115.78291285429093 343.2470996981061 205.37814301764425 78.01147268748721 nan   
9 99 0.2712581860812995 1.3376575377596371 51.3807480520043 5.5440550239830202e+01 122.69032151180475 191.46004881009364 62.59145572848351 96.02952313238589 nan   
10 110 0.25020574618850444 1.3407844397927424 42.06425407216375 4.2064254072163749e+01 109.74393660747869 219.93631095899195 66.95811553681634 82.07845930408612 nan   
11 121 0.22879575823097234 1.3722638257474165 33.73709574973121 3.3737095749731211e+01 90.66394843008287 171.53837053175405 79.96638506268167 51.944189107005634 nan   
12 132 0.22123102221921706 1.371005421639131 33.73709574973121 5.1742408218993795e+01 76.28909935055134 236.77893847333078 51.78448223369951 64.10687696680924 nan   
13 143 0.20584712072122663 1.397049646090518 33.73709574973121 4.0001926340023324e+01 85.61578433902395 187.43533746861743 40.278335595811 70.85826838551469 nan   
14 154 0.18835818061197715 1.406116481358106 28.168682738478708 2.8168682738478708e+01 75.67658998217084 112.92648326165212 40.32308321506525 59.671353345936666 nan   
15 165 0.1795161442109227 1.4195798410183529 17.614209498892542 1.7614209498892542e+01 43.695619975264556 80.87217188490516 27.362388011439066 38.050040390773916 nan   
16 176 0.17582423787945783 1.4043301770170045 17.614209498892542 2.6838002722391785e+01 42.022133564387 62.3599277142344 19.56781129902229 33.25642357287803 nan   
17 187 0.16974735574648006 1.4070781653304152 17.614209498892542 3.3589979043300040e+01 55.34979292648993 98.13837602390058 40.8771205984081 37.01857300139268 nan   
18 198 0.1601701519991633 1.4167295859408129 17.614209498892542 2.3802285233843349e+01 40.517491117961164 69.6681769328548 9.682347393090936 38.80986031016221 nan   
19 209 0.1533857857492365 1.4403402655474964 17.614209498892542 3.1295754270082824e+01 55.35514019376254 90.17177684524648 22.808871645359346 36.82644483680504 nan   
20 220 0.14688166348411272 1.4675663379279207 17.614209498892542 1.9360605123615098e+01 33.75587242975509 54.15408047778243 19.36991228846248 29.87514297338428 nan   
21 231 0.1343025042382842 1.4869523548215646 17.614209498892542 2.0906259555843242e+01 37.28739306453651 50.828065617820876 11.419125980289184 27.985102375714302 nan   
22 242 0.12209307448617897 1.4832608392700195 17.614209498892542 2.2802101931917765e+01 32.86245631068034 42.06619996647257 13.817632989786507 23.89139605954716 nan   
23 253 0.11097899184029462 1.5094216504143763 17.614209498892542 2.0468676446499295e+01 35.14910669142882 41.36140323260573 13.4418031333702 22.413845127332216 nan   
24 264 0.10013689995307248 1.5073893983398743 17.151991991025916 1.7151991991025916e+01 27.086639640294933 38.08017125146872 15.842946049339304 18.772352546234465 nan   
