TIME_SYSTEM_ON, GAIT_PHASE, GAIT_SUBPHASE, ACTUATOR_POSITION, TORQUE_ESTIMATE, ACTUATOR_SETPOINT, LOADCELL, LINEAR_ACC_X_LOCAL, LINEAR_ACC_Y_LOCAL, LINEAR_ACC_Z_LOCAL, GRAVITY_VECTOR_X, GRAVITY_VECTOR_Y, GRAVITY_VECTOR_Z, KNEE_ANGLE
6727.00000000, 1.00000000, 3.00000000, 34.59477234, -0.40452692, -1.21358073, -2.48989868, -0.00000000, -0.02000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.50987244
6727.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.21358073, -2.61651611, 0.01000000, -0.03000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6727.00000000, 1.00000000, 3.00000000, 34.55082703, -0.57902902, -1.47521663, -2.85836792, 0.00000000, 0.00000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.42932129
6727.00000000, 1.00000000, 3.00000000, 34.55082703, -0.31726873, -1.73708701, -2.62652588, 0.02000000, 0.01000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.48423767
6727.00000000, 1.00000000, 3.00000000, 34.57279968, -0.40452692, -1.47521663, -1.74606323, 0.01000000, 0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.48789978
6727.00000000, 1.00000000, 3.00000000, 34.52885437, -0.23002186, -1.21358073, -2.52883911, 0.01000000, 0.01000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.48057556
6727.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.47521663, -2.16482544, 0.03000000, 0.02000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6727.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.21358073, -1.89938354, 0.00000000, 0.00000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6728.00000000, 1.00000000, 3.00000000, 34.59477234, -0.40452692, -1.21358073, -2.54803467, 0.00000000, -0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.50987244
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.21358073, -2.01544189, 0.00000000, -0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.57902902, -0.95180619, -2.45745850, 0.05000000, 0.00000000, 0.05000000, -9.72999954, -1.08000004, -0.04000000, 34.42932129
6728.00000000, 1.00000000, 3.00000000, 34.50688171, -0.49173889, -0.95180619, -2.00289917, 0.03000000, 0.00000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.40368652
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.40452692, -1.21358073, -2.61462402, 0.00000000, -0.03000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.46592712
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -0.95180619, -2.53799438, -0.01000000, -0.02000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.49173889, -1.21358073, -2.15325928, -0.00000000, 0.02000000, 0.05000000, -9.72999954, -1.08000004, -0.04000000, 34.42565918
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.21358073, -2.51446533, 0.01000000, -0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.40452692, -0.69006562, -2.96444702, 0.00000000, 0.01000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.46592712
6728.00000000, 1.00000000, 3.00000000, 34.57279968, -0.40452692, -0.95180619, -3.11236572, 0.01000000, 0.00000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.48789978
6728.00000000, 1.00000000, 3.00000000, 34.57279968, -0.31726873, -1.47521663, -2.87759399, 0.04000000, 0.02000000, 0.05000000, -9.72999954, -1.08000004, -0.04000000, 34.50621033
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.49173889, -1.47521663, -2.55270386, -0.02000000, -0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.42565918
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.40452692, -0.95180619, -2.25573730, 0.01000000, -0.00000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.44395447
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.23002186, -1.47521663, -2.61181641, 0.02000000, 0.00000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.48057556
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.49173889, -1.47521663, -2.99127197, 0.02000000, -0.03000000, 0.05000000, -9.72999954, -1.08000004, -0.04000000, 34.42565918
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.31726873, -1.21358073, -2.32690430, 0.03000000, 0.00000000, 0.01000000, -9.72999954, -1.08000004, -0.04000000, 34.48423767
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.40452692, -1.21358073, -2.66976929, -0.00000000, -0.04000000, 0.01000000, -9.72999954, -1.08000004, -0.04000000, 34.44395447
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.31726873, -1.47521663, -2.92797852, -0.03000000, -0.01000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.46226501
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.31726873, -1.21358073, -2.03417969, 0.00000000, 0.00000000, 0.01000000, -9.72999954, -1.08000004, -0.04000000, 34.46226501
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.31726873, -1.47521663, -2.82897949, 0.02000000, 0.00000000, 0.05000000, -9.72999954, -1.08000004, -0.04000000, 34.48423767
6728.00000000, 1.00000000, 3.00000000, 34.57279968, -0.40452692, -1.21358073, -2.53332520, 0.01000000, 0.04000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.48789978
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -0.95180619, -2.65176392, 0.00000000, 0.02000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6728.00000000, 1.00000000, 3.00000000, 34.59477234, -0.49173889, -0.95180619, -2.04360962, 0.04000000, 0.01000000, 0.01000000, -9.72999954, -1.08000004, -0.04000000, 34.49157715
6728.00000000, 1.00000000, 3.00000000, 34.50688171, -0.31726873, -0.69006562, -2.28454590, -0.00000000, -0.02000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.44029236
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.49173889, -1.21358073, -3.24481201, -0.00000000, -0.02000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.42565918
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.73708701, -2.62609863, 0.00000000, 0.00000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.21358073, -2.10083008, 0.01000000, -0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.57902902, -0.95180619, -2.54504395, 0.01000000, -0.02000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.40734863
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.47521663, -2.50613403, 0.01000000, 0.03000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6728.00000000, 1.00000000, 3.00000000, 34.50688171, -0.31726873, -1.21358073, -2.65621948, 0.00000000, 0.00000000, 0.05000000, -9.72999954, -1.08000004, -0.04000000, 34.44029236
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.57902902, -1.21358073, -2.33355713, 0.06000000, 0.00000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.42932129
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.57902902, -1.21358073, -2.59265137, -0.02000000, 0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.42932129
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.40452692, -1.21358073, -2.72479248, 0.00000000, 0.02000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.44395447
1722404.00000000, 33.00000000, 33.00000000, 0.00000000, -2047844543072396495974170895321137152.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, -0.00000000, 0.00000000, 0.00000000
6728.00000000, 1.00000000, 3.00000000, 34.48492432, -0.31726873, -1.21358073, -1.96936035, 0.03000000, 0.01000000, 0.01000000, -9.72999954, -1.08000004, -0.04000000, 34.41833496
6728.00000000, 1.00000000, 3.00000000, 34.50688171, -0.49173889, -1.21358073, -2.64532471, 0.00000000, -0.02000000, 0.06000000, -9.72999954, -1.08000004, -0.04000000, 34.40368652
6728.00000000, 1.00000000, 3.00000000, 34.50688171, -0.31726873, -1.21358073, -3.03231812, -0.01000000, -0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.44029236
6728.00000000, 1.00000000, 3.00000000, 34.57279968, -0.49173889, -1.21358073, -1.68365479, 0.00000000, -0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.46960449
6728.00000000, 1.00000000, 3.00000000, 34.57279968, -0.49173889, -1.21358073, -2.68423462, 0.00000000, -0.00000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.46960449
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.21358073, -2.83673096, 0.10000000, -0.00000000, 0.05000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6728.00000000, 1.00000000, 3.00000000, 34.57279968, -0.49173889, -1.21358073, -2.22216797, 0.17000000, 0.02000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.46960449
6728.00000000, 1.00000000, 3.00000000, 34.61674500, -0.40452692, -1.21358073, -2.41503906, -0.12000000, -0.02000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.53184509
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.40452692, -1.21358073, -1.91744995, -0.02000000, 0.02000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.44395447
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.40452692, -0.95180619, -2.69628906, 0.01000000, -0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.46592712
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.40452692, -1.47521663, -2.05682373, 0.01000000, 0.05000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.46592712
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.40452692, -0.95180619, -2.17947388, 0.04000000, 0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.46592712
6728.00000000, 1.00000000, 3.00000000, 34.52885437, -0.31726873, -1.73708701, -1.67492676, -0.00000000, 0.01000000, 0.01000000, -9.72999954, -1.08000004, -0.04000000, 34.46226501
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.21358073, -2.26492310, -0.01000000, -0.00000000, 0.06000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6728.00000000, 1.00000000, 3.00000000, 34.55082703, -0.40452692, -0.69006562, -2.71368408, 0.03000000, 0.00000000, 0.01000000, -9.72999954, -1.08000004, -0.04000000, 34.46592712
6729.00000000, 1.00000000, 3.00000000, 34.52885437, -0.31726873, -1.21358073, -2.52615356, 0.01000000, -0.01000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.46226501
6729.00000000, 1.00000000, 3.00000000, 34.59477234, -0.40452692, -0.95180619, -2.12319946, -0.03000000, -0.00000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.50987244
6729.00000000, 1.00000000, 3.00000000, 34.50688171, -0.40452692, -1.21358073, -2.70822144, 0.01000000, -0.02000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.42198181
6729.00000000, 1.00000000, 3.00000000, 34.55082703, -0.31726873, -1.47521663, -1.89749146, 0.03000000, -0.00000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.48423767
6729.00000000, 1.00000000, 3.00000000, 34.55082703, -0.40452692, -1.47521663, -2.82299805, -0.03000000, 0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.46592712
6729.00000000, 1.00000000, 3.00000000, 34.50688171, -0.31726873, -0.95180619, -2.25695801, 0.01000000, -0.00000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.44029236
6729.00000000, 1.00000000, 3.00000000, 34.57279968, -0.31726873, -1.21358073, -2.43283081, 0.03000000, 0.02000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.50621033
6729.00000000, 1.00000000, 3.00000000, 34.52885437, -0.40452692, -1.21358073, -2.07586670, 0.00000000, 0.03000000, 0.06000000, -9.72999954, -1.08000004, -0.04000000, 34.44395447
6729.00000000, 1.00000000, 3.00000000, 34.57279968, -0.49173889, -1.47521663, -2.77001953, 0.02000000, 0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.46960449
6729.00000000, 1.00000000, 3.00000000, 34.50688171, -0.40452692, -0.95180619, -2.90121460, 0.02000000, 0.01000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.42198181
6729.00000000, 1.00000000, 3.00000000, 34.59477234, -0.40452692, -0.42834955, -2.49517822, 0.00000000, 0.01000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.50987244
6729.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.47521663, -2.89447021, 0.02000000, -0.00000000, 0.05000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6729.00000000, 1.00000000, 3.00000000, 34.52885437, -0.49173889, -1.73708701, -3.11175537, 0.02000000, -0.00000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.42565918
6729.00000000, 1.00000000, 3.00000000, 34.55082703, -0.40452692, -1.73708701, -2.53744507, 0.01000000, 0.00000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.46592712
6729.00000000, 1.00000000, 3.00000000, 34.55082703, -0.40452692, -0.95180619, -2.45318604, -0.03000000, -0.02000000, 0.01000000, -9.72999954, -1.08000004, -0.04000000, 34.46592712
6729.00000000, 1.00000000, 3.00000000, 34.50688171, -0.31726873, -1.21358073, -2.18679810, 0.05000000, -0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.44029236
6729.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -0.95180619, -2.46502686, 0.00000000, 0.02000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6729.00000000, 1.00000000, 3.00000000, 34.57279968, -0.40452692, -1.47521663, -2.11706543, 0.05000000, 0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.48789978
6729.00000000, 1.00000000, 3.00000000, 34.59477234, -0.23002186, -1.21358073, -1.95971680, 0.02000000, 0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.54649353
6729.00000000, 1.00000000, 3.00000000, 34.50688171, -0.23002186, -1.21358073, -2.60339355, -0.03000000, 0.00000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.45860291
6729.00000000, 1.00000000, 3.00000000, 34.52885437, -0.49173889, -1.21358073, -2.21722412, 0.02000000, -0.00000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.42565918
6729.00000000, 1.00000000, 3.00000000, 34.52885437, -0.23002186, -0.95180619, -2.48141479, 0.02000000, 0.01000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.48057556
6729.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.21358073, -2.58041382, -0.00000000, 0.00000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6729.00000000, 1.00000000, 3.00000000, 34.57279968, -0.49173889, -1.73708701, -2.38531494, -0.00000000, -0.02000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.46960449
6729.00000000, 1.00000000, 3.00000000, 34.52885437, -0.57902902, -1.21358073, -2.24246216, 0.06000000, -0.00000000, 0.01000000, -9.72999954, -1.08000004, -0.04000000, 34.40734863
6729.00000000, 1.00000000, 3.00000000, 34.50688171, -0.40452692, -0.95180619, -2.45770264, 0.00000000, -0.02000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.42198181
6729.00000000, 1.00000000, 3.00000000, 34.52885437, -0.49173889, -1.21358073, -2.46163940, -0.01000000, -0.03000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.42565918
6729.00000000, 1.00000000, 3.00000000, 34.52885437, -0.40452692, -0.95180619, -2.30996704, 0.00000000, 0.00000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.44395447
6729.00000000, 1.00000000, 3.00000000, 34.57279968, -0.49173889, -0.95180619, -2.15454102, 0.04000000, -0.00000000, 0.03000000, -9.72999954, -1.08000004, -0.04000000, 34.46960449
6729.00000000, 1.00000000, 3.00000000, 34.57279968, -0.40452692, -1.21358073, -2.65197754, 0.02000000, 0.00000000, 0.02000000, -9.72999954, -1.08000004, -0.04000000, 34.48789978
6729.00000000, 1.00000000, 3.00000000, 34.55082703, -0.49173889, -1.47521663, -2.72540283, 0.02000000, 0.01000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.44763184
6729.00000000, 1.00000000, 3.00000000, 34.52885437, -0.31726873, -0.95180619, -2.32720947, -0.02000000, 0.00000000, 0.05000000, -9.72999954, -1.08000004, -0.04000000, 34.46226501
6729.00000000, 1.00000000, 3.00000000, 34.57279968, -0.49173889, -1.47521663, -1.84719849, 0.03000000, 0.00000000, 0.00000000, -9.72999954, -1.08000004, -0.04000000, 34.46960449
6729.00000000, 1.00000000, 3.00000000, 34.55082703, -0.40452692, -1.47521663, -3.55606079, 0.01000000, 0.00000000, 0.04000000, -9.72999954, -1.08000004, -0.04000000, 34.46592712
6729.00000000, 1.00000000, 3.00000000, 34.55082703, -0.31726873, -1.73708701, -2.24053955, 0.00000000, 0.00000000, 0.01000000, -9.72999954, -1.08000004, -0.04000000, 34.48423767
