TIME_SYSTEM_ON,ACTIVITY,GAIT_SUBPHASE,ACTUATOR_POSITION,TORQUE_ESTIMATE,ACTUATOR_SETPOINT,LOADCELL,LINEAR_ACC_X_LOCAL,LINEAR_ACC_Y_LOCAL,LINEAR_ACC_Z_LOCAL,GRAVITY_VECTOR_X,GRAVITY_VECTOR_Y,GRAVITY_VECTOR_Z,KNEE_ANGLE
240788497.00000000, 9233.00000000, 1.00000000, -0.00003344, -0.00000000, -11906724134912.00000000, 3249310662280175976252592812457984.00000000, -495057212156006941121392964272128.00000000, -107618312.00000000, 0.00000000, -0.00000000, -0.00000000, 0.05890274, 0.00000000
3674.00000000, 0.00000000, 3.00000000, 38.74710083, -1.19075072, -4.06316137, 6.90472412, -5.40999985, 2.75999999, 2.04999995, 7.78000021, 5.94999981, -0.36000001, 52.59191132
3674.00000000, 0.00000000, 3.00000000, 34.66067505, -0.31726873, -1.96695554, 6.03881836, -7.09999990, 2.92000008, 1.90999997, 7.28000021, 6.55000019, -0.43000001, 48.02148056
3674.00000000, 0.00000000, 3.00000000, 30.70608521, 0.72971535, 2.91886139, 6.76873779, -7.17000008, 2.90000010, 1.75999999, 6.71999979, 7.11999989, -0.47999999, 43.34450531
3674.00000000, 0.00000000, 3.00000000, 27.27876282, -0.75367421, -2.66535878, 7.25112915, -5.40999985, 1.94000006, 2.44000006, 6.13999987, 7.61999989, -0.52999997, 38.86096191
3674.00000000, 0.00000000, 3.00000000, 23.93931580, -1.19075072, -4.06316137, 7.53137207, -7.94000006, 1.11000001, 1.27999997, 5.55999994, 8.05000019, -0.56999999, 34.63218307
3674.00000000, 0.00000000, 3.00000000, 20.46806335, 6.31753159, 21.51529503, 2.66644287, -6.88999987, 0.36000001, 1.97000003, 4.98000002, 8.42000008, -0.58999997, 30.60214233
3674.00000000, 0.00000000, 3.00000000, 19.23773193, 13.32341194, 53.29364777, 6.35656738, -9.14999962, -1.50000000, 2.10999990, 4.42999983, 8.72000027, -0.60000002, 26.93181801
3674.00000000, 0.00000000, 3.00000000, 21.28094482, 1.34185004, 7.82529688, 6.90838623, -14.32999992, -0.37000000, -0.38999999, 4.15999985, 8.85000038, -0.61000001, 25.17617035
3674.00000000, 0.00000000, 3.00000000, 24.24690247, -7.49997425, -30.39178848, 6.47027588, 1.37000000, -3.21000004, 2.18000007, 4.03000021, 8.90999985, -0.60000002, 24.33727264
3674.00000000, 0.00000000, 3.00000000, 24.84008789, -3.22098970, -13.95787430, 6.17776489, -4.90999985, -3.34999990, 1.59000003, 4.01000023, 8.92000008, -0.60000002, 24.20637512
3674.00000000, 0.00000000, 3.00000000, 24.42265320, 3.19649386, 11.71676445, 8.72393799, -4.50000000, 2.43000007, 0.37000000, 4.21000004, 8.82999992, -0.58999997, 25.49104118
3674.00000000, 0.00000000, 3.00000000, 24.79614258, 5.19340658, 21.88724899, 9.58718872, -3.53999996, -1.20000005, 1.09000003, 4.42999983, 8.72000027, -0.56999999, 26.93181801
3674.00000000, 0.00000000, 3.00000000, 26.57571411, 0.90445173, 3.26827598, 7.48770142, -2.25000000, -0.81999999, 1.37000000, 4.65000010, 8.60999966, -0.56999999, 28.37213326
3674.00000000, 0.00000000, 3.00000000, 28.22346497, -0.84103554, -3.36414218, 7.84924316, -11.06999969, 1.85000002, 0.56000000, 4.86000013, 8.48999977, -0.56000000, 29.78846550
3674.00000000, 0.00000000, 3.00000000, 29.67349243, -0.49173889, -2.31611609, 7.16061401, -8.65999985, 1.37000000, -0.05000000, 5.07000017, 8.36999989, -0.56000000, 31.20474243
3674.00000000, 0.00000000, 3.00000000, 30.57426453, -0.31726873, -0.92008740, 7.87249756, -4.67000008, -0.50999999, 0.34999999, 5.30999994, 8.21000004, -0.57999998, 32.89366150
3674.00000000, 0.00000000, 3.00000000, 31.23335266, -0.40452692, -1.26907492, 7.15393066, -3.96000004, -0.83999997, 0.00000000, 5.57000017, 8.03999996, -0.62000000, 34.71366882
3674.00000000, 0.00000000, 3.00000000, 31.58488464, -2.24482107, -8.27388287, 22.18395996, -5.34999990, -0.51999998, -0.19000000, 5.80000019, 7.86999989, -0.67000002, 36.38931274
3674.00000000, 0.00000000, 3.00000000, 31.38714600, -3.75899363, -16.84374046, 46.61074829, -7.36999989, 2.00999999, 0.57999998, 6.03999996, 7.67999983, -0.73000002, 38.18356705
3674.00000000, 65536.00000000, 0.00000000, 30.48637390, 5.84563875, -3.33899474, 66.06631470, -25.31999969, 11.17000008, 7.05000019, 6.15000010, 7.59000015, -0.79000002, 39.01703644
3674.00000000, 65536.00000000, 0.00000000, 30.02500916, 11.07380009, -6.44975519, 82.28997803, -5.38999987, 13.75000000, 0.10000000, 6.17000008, 7.57000017, -0.81000000, 39.18207550
