TIME_SYSTEM_ON,ACTIVITY,GAIT_SUBPHASE,ACTUATOR_POSITION,TORQUE_ESTIMATE,ACTUATOR_SETPOINT,LOADCELL,LINEAR_ACC_X_LOCAL,LINEAR_ACC_Y_LOCAL,LINEAR_ACC_Z_LOCAL,GRAVITY_VECTOR_X,GRAVITY_VECTOR_Y,GRAVITY_VECTOR_Z,KNEE_ANGLE
1092590048.00000000, 3221854618.00000000, 0.00000000, 1.65999997, 5.21999979, 8.28999996, 1692165052901633888023423746048.00000000, 0.00000000, 0.00000000, 0.00000000, 341636150203298185478144.00000000, -12891262976.00000000, -0.20927149, 0.00000000
4244.00000000, 0.00000000, 3.00000000, 54.63140869, 4.82478905, -10.23003864, 8.20013428, -0.88999999, -0.15000001, 0.31000000, 4.57999992, 8.65999985, -0.28000000, 27.87294388
4244.00000000, 0.00000000, 3.00000000, 51.05029297, 0.29333544, -2.15153980, 6.93972778, -1.13000000, 0.04000000, -0.03000000, 3.90000010, 8.98999977, -0.31000000, 23.45193672
4244.00000000, 0.00000000, 3.00000000, 47.40327454, -4.39275169, -6.71661568, 5.25558472, -0.49000001, 0.63000000, -0.38999999, 3.00999999, 9.31999969, -0.36000001, 17.89845085
4244.00000000, 0.00000000, 3.00000000, 43.51458740, -4.21093512, -8.60815525, 4.72970581, -0.10000000, 1.90999997, -0.31000000, 1.99000001, 9.59000015, -0.44000000, 11.72294903
4244.00000000, 0.00000000, 3.00000000, 38.94482422, -2.50989079, -7.61461592, 6.71618652, 2.72000003, 2.41000009, -0.55000001, 0.98000002, 9.73999977, -0.51999998, 5.74553537
4244.00000000, 0.00000000, 3.00000000, 34.44097900, -1.62888670, -7.21819639, 6.08798218, 3.65000010, -0.38999999, 0.54000002, 0.07000000, 9.77999973, -0.61000001, 0.41008541
4244.00000000, 0.00000000, 3.00000000, 29.40985107, -0.92842680, -3.01469684, 6.42941284, 1.35000002, -2.16000009, 1.03999996, -0.85000002, 9.73999977, -0.68000001, -4.98750830
4244.00000000, 0.00000000, 3.00000000, 24.31280518, 0.11885416, 0.47541663, 5.68170166, 2.49000001, -0.94000000, 1.21000004, -1.77999997, 9.60999966, -0.75000000, -10.49361038
4244.00000000, 0.00000000, 3.00000000, 20.05062866, 8.66561699, 31.07052612, 1.38952637, 1.35000002, -0.28000000, 1.46000004, -2.68000007, 9.39000034, -0.80000001, -15.92927361
290722032.00000000, 286330880.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4244.00000000, 0.00000000, 3.00000000, 21.32489014, 0.20609112, 5.01710081, 8.44415283, 2.14000010, 7.21000004, 1.47000003, -3.90000010, 8.93999958, -0.85000002, -23.56883049
