TIME_SYSTEM_ON,ACTIVITY,GAIT_SUBPHASE,ACTUATOR_POSITION,TORQUE_ESTIMATE,ACTUATOR_SETPOINT,LOADCELL,LINEAR_ACC_X_LOCAL,LINEAR_ACC_Y_LOCAL,LINEAR_ACC_Z_LOCAL,GRAVITY_VECTOR_X,GRAVITY_VECTOR_Y,GRAVITY_VECTOR_Z,KNEE_ANGLE
4033980930.00000000, 4425.00000000, 0.00000000, 0.00000000, 22.44535828, -0.49173889, -1.96695554, 8.13470459, 1.49000001, -0.22000000, 2.64000010, -2.44000006, 9.30000019, -1.86000001
4425.00000000, 0.00000000, 3.00000000, 20.24835205, 7.66920805, 29.11269188, 8.68740845, 1.79999995, -0.12000000, 2.67000008, -2.84999990, 9.18999958, -1.86000001, -17.22969246
4425.00000000, 0.00000000, 3.00000000, 20.27032471, 7.37549877, 29.89258003, 5.76046753, -8.53999996, -0.81000000, 2.95000005, -3.19000006, 9.06999969, -1.85000002, -19.37722588
4425.00000000, 0.00000000, 3.00000000, 22.15974426, -2.06847072, -5.81406641, 6.37426758, -4.09999990, 1.03999996, 3.09999990, -3.25999999, 9.05000019, -1.83000004, -19.81008339
4425.00000000, 0.00000000, 3.00000000, 23.80749512, -5.03406858, -20.50523949, 7.38732910, 5.90000010, -2.06999993, 1.59000003, -3.27999997, 9.05000019, -1.80999994, -19.92207909
4425.00000000, 0.00000000, 3.00000000, 23.74159241, -1.98040700, -7.92162752, 6.56698608, 2.89000010, -2.04999995, 1.55999994, -3.24000001, 9.06999969, -1.77999997, -19.65782356
4425.00000000, 0.00000000, 3.00000000, 23.14839172, 0.29333544, 0.82436442, 7.30371094, 4.28999996, -0.23999999, 1.13000000, -3.01999998, 9.14999962, -1.75999999, -18.26571274
4425.00000000, 0.00000000, 3.00000000, 22.68702698, 0.99186671, 3.96746659, 10.06442261, 5.26000023, -3.24000001, 1.78999996, -2.82999992, 9.22000027, -1.74000001, -17.06341743
4425.00000000, 0.00000000, 3.00000000, 22.42338562, -2.15660763, -8.62643051, 36.51171875, 1.94000006, -3.00000000, 0.85000002, -2.67000008, 9.27000046, -1.72000003, -16.06777000
4425.00000000, 65536.00000000, 0.00000000, 21.85217285, 2.84028125, -1.43834388, 68.98406982, -9.55000019, 7.73000002, 5.59000015, -2.49000001, 9.31999969, -1.70000005, -14.95819569
4425.00000000, 65536.00000000, 0.00000000, 21.83020020, 10.53518486, -6.12975502, 81.02337646, -10.93000031, 10.26000023, 1.23000002, -2.46000004, 9.32999992, -1.66999996, -14.77075958
4425.00000000, 65536.00000000, 0.00000000, 22.18171692, 12.40445232, -7.57904196, 83.43807983, 0.86000001, 1.46000004, 1.86000001, -2.31999993, 9.36999989, -1.66999996, -13.90667820
4425.00000000, 65536.00000000, 0.00000000, 22.66505432, 11.07380009, -10.75205326, 96.20135498, 8.46000004, -4.44000006, 3.40000010, -2.15000010, 9.40999985, -1.69000006, -12.87004089
4425.00000000, 65536.00000000, 0.00000000, 22.86279297, 12.17877579, -12.62134266, 101.84509277, 2.42000008, 4.42999983, 6.15000010, -2.01999998, 9.43000031, -1.74000001, -12.09060764
4425.00000000, 65536.00000000, 0.00000000, 22.84082031, 12.40445232, -13.06693840, 104.25296021, -1.38000000, 5.63999987, 5.63999987, -1.89999998, 9.43000031, -1.83000004, -11.39169788
4425.00000000, 65536.00000000, 0.00000000, 22.77490234, 10.96534538, -11.80661869, 104.93429565, 6.07999992, 1.60000002, 4.67000008, -1.75999999, 9.43000031, -1.97000003, -10.57195473
4425.00000000, 65536.00000000, 0.00000000, 22.62112427, 7.08413219, -9.17122650, 96.65582275, 3.61999989, 2.72000003, 4.03999996, -1.65999997, 9.42000008, -2.14000010, -9.99409866
4425.00000000, 65536.00000000, 0.00000000, 22.33551025, 1.95632434, -3.67012191, 86.04827881, 4.65000010, 1.26999998, 0.87000000, -1.58000004, 9.39000034, -2.31999993, -9.55135059
