TIME_SYSTEM_ON,ACTIVITY,GAIT_SUBPHASE,ACTUATOR_POSITION,TORQUE_ESTIMATE,ACTUATOR_SETPOINT,LOADCELL,LINEAR_ACC_X_LOCAL,LINEAR_ACC_Y_LOCAL,LINEAR_ACC_Z_LOCAL,GRAVITY_VECTOR_X,GRAVITY_VECTOR_Y,GRAVITY_VECTOR_Z,KNEE_ANGLE
280953487.00000000, 272592404.00000000, 174.00000000, 0.00000000, 51727605760.00000000, 0.00000000, 0.00000000, 0.00000000, 516.11621094, 516.02252197, 516.31939697, 0.00000014, 518.68847656, 518.70410156
5414.00000000, 65536.00000000, 0.00000000, 39.69180298, 32.43227768, -31.76258659, 98.77786255, 0.76999998, -1.90999997, -0.31000000, 1.28999996, 9.46000004, 2.22000003, 7.76516485
5414.00000000, 65536.00000000, 0.00000000, 39.71377563, 34.01863098, -32.35374832, 103.15768433, 3.83999991, -0.18000001, -1.05999994, 1.51999998, 9.43999958, 2.15000010, 9.14708042
5414.00000000, 65536.00000000, 0.00000000, 39.73574829, 34.01863098, -32.59373474, 110.51467896, 0.91000003, 0.47999999, -1.78999996, 1.71000004, 9.42000008, 2.07999992, 10.28878689
5414.00000000, 65536.00000000, 0.00000000, 39.75772095, 33.21880722, -32.23450470, 109.58261108, 1.76999998, -0.63999999, -2.49000001, 1.88999999, 9.40999985, 2.00000000, 11.35676098
5414.00000000, 65536.00000000, 0.00000000, 39.64787292, 31.46747017, -30.66634178, 108.00881958, 0.98000002, 0.23000000, -3.17000008, 2.05999994, 9.39000034, 1.90999997, 12.37365532
5414.00000000, 65536.00000000, 0.00000000, 39.71377563, 27.10885811, -28.38873482, 104.75799561, 1.94000006, -0.46000001, -3.16000009, 2.21000004, 9.36999989, 1.83000004, 13.27118874
5414.00000000, 65536.00000000, 0.00000000, 39.66984558, 23.01410294, -25.32630730, 97.08657837, 1.82000005, -0.04000000, -3.38000011, 2.31999993, 9.35999966, 1.75999999, 13.92095757
5414.00000000, 65536.00000000, 0.00000000, 39.53802490, 18.22384453, -22.42841911, 90.26449585, 1.22000003, 0.18000001, -4.30999994, 2.41000009, 9.34000015, 1.71000004, 14.46843815
5414.00000000, 65536.00000000, 0.00000000, 39.31831360, 14.63186550, -17.78699684, 87.72137451, 0.25000000, 0.28999999, -3.86999989, 2.45000005, 9.34000015, 1.67999995, 14.69825745
5414.00000000, 65536.00000000, 0.00000000, 38.90089417, 11.29180908, -12.22369385, 85.98687744, 0.55000001, 0.27000001, -3.49000001, 2.48000002, 9.32999992, 1.65999997, 14.88553905
5414.00000000, 65536.00000000, 0.00000000, 38.39558411, 8.16394138, -5.07843637, 85.81198120, -0.27000001, 0.43000001, -2.56999993, 2.49000001, 9.32999992, 1.65999997, 14.94288254
5415.00000000, 65536.00000000, 0.00000000, 38.06602478, 5.10103655, -3.11604404, 86.67254639, -0.92000002, 0.43000001, -2.04999995, 2.47000003, 9.32999992, 1.66999996, 14.82816792
