TIME_SYSTEM_ON,ACTIVITY,GAIT_SUBPHASE,ACTUATOR_POSITION,TORQUE_ESTIMATE,ACTUATOR_SETPOINT,LOADCELL,LINEAR_ACC_X_LOCAL,LINEAR_ACC_Y_LOCAL,LINEAR_ACC_Z_LOCAL,GRAVITY_VECTOR_X,GRAVITY_VECTOR_Y,GRAVITY_VECTOR_Z,KNEE_ANGLE
1109796.00000000, 36.00000000, 33.00000000, -14240.06640625, -0.00000000, 950807243522048.00000000, -0.00000000, -0.00000000, -230216202020576034816.00000000, 71.68020630, 230216202020576034816.00000000, 0.00000000, -19991727179814535596348845267397640192.00000000, -0.00000000
4335.00000000, 0.00000000, 0.00000000, 24.79614258, -17.06152916, 11.48768902, 86.70550537, -0.05000000, -0.01000000, 0.28999999, -0.79000002, 9.56999969, -1.94000006, -4.71904469
4335.00000000, 0.00000000, 0.00000000, 24.73023987, -16.93088531, 10.92798901, 87.99667358, 0.08000000, 0.22000000, 0.88000000, -0.70999998, 9.59000015, -1.88000000, -4.23419380
4335.00000000, 0.00000000, 0.00000000, 24.66432190, -16.67123795, 10.98786926, 88.75189209, -0.17000000, 0.11000000, 1.22000003, -0.62000000, 9.60999966, -1.82000005, -3.69138503
4335.00000000, 0.00000000, 0.00000000, 24.64236450, -16.28546143, 9.87368679, 89.71438599, -0.34000000, 0.08000000, 1.72000003, -0.51999998, 9.63000011, -1.75999999, -3.09085059
4335.00000000, 0.00000000, 0.00000000, 24.68629456, -16.28546143, 10.21655750, 89.71484375, -0.13000000, 0.16000000, 1.87000000, -0.41999999, 9.64000034, -1.70000005, -2.49471116
4335.00000000, 0.00000000, 0.00000000, 24.66432190, -16.41354752, 9.90233517, 89.49865723, -0.06000000, -0.07000000, 1.88999999, -0.31999999, 9.64999962, -1.63999999, -1.89926755
4335.00000000, 0.00000000, 0.00000000, 24.59841919, -16.15787697, 10.60533810, 85.92053223, -0.56000000, 0.00000000, 2.03999996, -0.20000000, 9.67000008, -1.60000002, -1.18485212
4335.00000000, 0.00000000, 0.00000000, 24.55447388, -16.03088188, 10.91949272, 78.48367310, -0.93000001, 0.03000000, 1.54999995, -0.08000000, 9.67000008, -1.55999994, -0.47399759
4335.00000000, 0.00000000, 0.00000000, 24.55447388, -15.77819920, 9.65279484, 70.96557617, -0.69999999, 0.20999999, 1.38000000, 0.03000000, 9.68000031, -1.51999998, 0.17756894
4335.00000000, 0.00000000, 0.00000000, 24.53250122, -15.77819920, 10.20666313, 63.01861572, -0.83999997, 0.37000000, 0.88999999, 0.18000001, 9.68999958, -1.48000002, 1.06419539
4335.00000000, 0.00000000, 0.00000000, 24.48857117, -15.52747822, 10.44721317, 59.15649414, -0.87000000, 0.41000000, 0.62000000, 0.34000000, 9.68999958, -1.44000006, 2.00955391
4335.00000000, 0.00000000, 0.00000000, 24.44462585, -14.90916824, 9.92591858, 59.37545776, -1.70000005, 0.43000001, 0.33000001, 0.50000000, 9.68999958, -1.38999999, 2.95381808
4335.00000000, 0.00000000, 0.00000000, 24.40069580, -14.42298317, 9.63770390, 57.92376709, -0.94999999, 0.87000000, -0.56000000, 0.67000002, 9.68999958, -1.33000004, 3.95533204
4335.00000000, 0.00000000, 0.00000000, 24.33477783, -13.70727158, 10.24437618, 56.70883179, -2.00000000, 0.63999999, -1.63000000, 0.86000001, 9.68000031, -1.25000000, 5.07699680
4335.00000000, 0.00000000, 0.00000000, 24.29083252, -13.23894024, 8.11739540, 56.17404175, -1.13999999, 0.36000001, -0.92000002, 1.04999995, 9.67000008, -1.14999998, 6.19708109
4335.00000000, 0.00000000, 0.00000000, 24.20295715, -12.43552876, 8.81602764, 54.92864990, -0.04000000, 0.41999999, -0.22000000, 1.25000000, 9.67000008, -1.02999997, 7.36553717
4335.00000000, 0.00000000, 0.00000000, 24.22492981, -10.13955688, 7.58781242, 55.33734131, -0.56000000, 0.87000000, 0.17000000, 1.45000005, 9.64999962, -0.88000000, 8.54528141
4335.00000000, 0.00000000, 1.00000000, 24.26887512, -6.72524357, -22.00730515, 54.97045898, -1.59000003, 1.14999998, 0.50999999, 1.64999998, 9.63000011, -0.74000001, 9.72262478
4335.00000000, 0.00000000, 1.00000000, 23.67567444, -0.66633970, -4.76300287, 53.16406250, -1.08000004, 2.20000005, 2.69000006, 1.86000001, 9.60000038, -0.60000002, 10.96519470
4335.00000000, 65536.00000000, 1.00000000, 22.99461365, 5.10103655, 19.66679382, 49.80197144, -1.00000000, 2.69000006, 3.24000001, 2.08999991, 9.56000042, -0.47000000, 12.33193398
4335.00000000, 65536.00000000, 1.00000000, 23.56582642, 5.28602314, 21.51529503, 39.11035156, 0.62000000, 0.56999999, 2.46000004, 2.29999995, 9.52000046, -0.36000001, 13.58219814
4335.00000000, 0.00000000, 3.00000000, 25.69691467, 3.01820493, 13.14334774, 29.04898071, -1.63000000, 0.19000000, 1.58000004, 2.49000001, 9.47000027, -0.27000001, 14.73164463
4335.00000000, 0.00000000, 3.00000000, 28.55302429, 1.42947268, 6.77038860, 22.49716187, -4.82000017, 0.85000002, 1.64999998, 2.71000004, 9.42000008, -0.20000000, 16.04977036
4335.00000000, 0.00000000, 3.00000000, 31.69473267, 1.25427520, 5.36739969, 18.40353394, -5.05000019, 0.41999999, 1.82000005, 3.00000000, 9.32999992, -0.17000000, 17.82484818
